date,prc_val,div_val,prc_adj_val,div_adj_val,pd,pd_adj
31aug1995,1.76e+10,4.35e+07,5.87e+09,1.90e+07,6.00174,5.731288
29sep1995,1.80e+10,2.46e+07,6.06e+09,1.04e+07,6.59539,6.365406
31oct1995,1.79e+10,1.88e+07,6.00e+09,8562381,6.857958,6.551817
30nov1995,1.83e+10,5.27e+07,6.30e+09,2.50e+07,5.851709,5.52834
29dec1995,1.82e+10,3.77e+07,6.51e+09,1.46e+07,6.180444,6.100676
31jan1996,1.84e+10,2.12e+07,6.64e+09,9699293,6.763666,6.528198
29feb1996,1.85e+10,3.41e+07,6.69e+09,1.40e+07,6.295791,6.166665
29mar1996,1.88e+10,3.00e+07,6.82e+09,1.34e+07,6.438369,6.233541
30apr1996,1.94e+10,1.97e+07,7.04e+09,9011554,6.892969,6.660398
31may1996,1.96e+10,5.05e+07,7.31e+09,2.16e+07,5.96432,5.822362
28jun1996,1.91e+10,2.35e+07,7.20e+09,1.03e+07,6.702171,6.553351
31jul1996,1.79e+10,2.46e+07,6.79e+09,1.16e+07,6.594299,6.375859
30aug1996,1.85e+10,3.20e+07,7.06e+09,1.52e+07,6.358982,6.138173
30sep1996,1.98e+10,2.57e+07,7.43e+09,1.17e+07,6.647494,6.45722
31oct1996,2.01e+10,5.98e+07,7.60e+09,2.70e+07,5.820464,5.64214
29nov1996,2.16e+10,5.17e+07,8.05e+09,2.13e+07,6.032979,5.936008
31dec1996,2.05e+10,2.91e+07,8.00e+09,1.46e+07,6.558001,6.305747
31jan1997,2.16e+10,2.64e+07,8.36e+09,1.34e+07,6.708082,6.439095
28feb1997,2.14e+10,3.35e+07,8.34e+09,1.49e+07,6.460036,6.327687
31mar1997,2.04e+10,2.69e+07,7.99e+09,1.30e+07,6.631246,6.419557
30apr1997,2.10e+10,2.20e+07,8.30e+09,1.04e+07,6.859338,6.685181
30may1997,2.23e+10,3.99e+07,8.99e+09,1.82e+07,6.325056,6.200105
30jun1997,2.24e+10,2.48e+07,9.31e+09,1.40e+07,6.806854,6.499721
31jul1997,2.41e+10,2.51e+07,1.03e+10,1.54e+07,6.866041,6.501357
29aug1997,2.22e+10,2.58e+07,9.67e+09,1.42e+07,6.756758,6.525724
30sep1997,2.31e+10,2.54e+07,1.02e+10,1.53e+07,6.810957,6.502938
31oct1997,2.15e+10,2.76e+07,9.84e+09,1.79e+07,6.657149,6.308114
28nov1997,2.17e+10,3.13e+07,1.01e+10,1.76e+07,6.543241,6.356493
31dec1997,2.19e+10,4.35e+07,1.04e+10,2.39e+07,6.223821,6.076426
30jan1998,2.20e+10,2.00e+07,1.04e+10,1.14e+07,6.999958,6.810689
27feb1998,2.30e+10,2.82e+07,1.11e+10,1.65e+07,6.704656,6.513068
31mar1998,2.41e+10,3.02e+07,1.18e+10,2.05e+07,6.684045,6.355958
30apr1998,2.44e+10,6.56e+07,1.21e+10,3.65e+07,5.920052,5.799818
29may1998,2.31e+10,2.98e+07,1.18e+10,1.84e+07,6.654877,6.468418
30jun1998,2.34e+10,2.49e+07,1.22e+10,1.54e+07,6.846617,6.669209
31jul1998,2.28e+10,2.13e+07,1.19e+10,1.49e+07,6.974644,6.680414
31aug1998,1.81e+10,2.69e+07,9.94e+09,1.67e+07,6.513122,6.391438
30sep1998,2.02e+10,2.58e+07,1.05e+10,1.59e+07,6.663056,6.496143
30oct1998,2.17e+10,1.60e+07,1.13e+10,1.09e+07,7.213653,6.938841
30nov1998,2.33e+10,4.60e+07,1.20e+10,3.16e+07,6.224909,5.939671
31dec1998,2.49e+10,2.53e+07,1.28e+10,1.73e+07,6.891506,6.606686
29jan1999,2.59e+10,1.98e+07,1.31e+10,1.61e+07,7.175316,6.698155
26feb1999,2.46e+10,2.64e+07,1.28e+10,1.66e+07,6.836251,6.6419
31mar1999,2.47e+10,2.47e+07,1.34e+10,1.61e+07,6.910311,6.722679
30apr1999,2.51e+10,1.89e+07,1.40e+10,1.21e+07,7.194312,7.056376
28may1999,2.45e+10,5.86e+07,1.40e+10,3.76e+07,6.034907,5.918409
30jun1999,2.45e+10,2.52e+07,1.44e+10,1.76e+07,6.882532,6.705628
30jul1999,2.37e+10,1.73e+07,1.40e+10,1.39e+07,7.222985,6.916058
31aug1999,2.38e+10,2.74e+07,1.39e+10,1.83e+07,6.767075,6.632041
30sep1999,2.33e+10,2.31e+07,1.36e+10,1.58e+07,6.916475,6.757331
29oct1999,2.47e+10,1.62e+07,1.45e+10,1.25e+07,7.327919,7.060492
30nov1999,2.59e+10,2.83e+07,1.51e+10,1.91e+07,6.819428,6.674036
31dec1999,2.79e+10,3.06e+07,1.66e+10,2.01e+07,6.812996,6.716091
31jan2000,2.64e+10,1.50e+07,1.60e+10,1.07e+07,7.472462,7.306116
29feb2000,2.74e+10,2.62e+07,1.66e+10,1.94e+07,6.950672,6.753767
31mar2000,2.83e+10,2.90e+07,1.77e+10,2.12e+07,6.883312,6.72602
28apr2000,2.63e+10,3.14e+07,1.67e+10,2.01e+07,6.731748,6.723314
31may2000,2.45e+10,8.26e+07,1.61e+10,7.14e+07,5.690243,5.416411
30jun2000,2.47e+10,8.15e+07,1.71e+10,3.00e+07,5.71403,6.346537
31jul2000,2.34e+10,4.16e+07,1.68e+10,3.90e+07,6.332933,6.063545
31aug2000,2.51e+10,4.09e+07,1.82e+10,3.22e+07,6.419563,6.339049
29sep2000,2.35e+10,1.68e+07,1.71e+10,1.23e+07,7.244232,7.239787
31oct2000,2.28e+10,2.74e+07,1.67e+10,2.13e+07,6.724741,6.667023
30nov2000,2.06e+10,3.09e+07,1.49e+10,2.14e+07,6.504346,6.549062
29dec2000,2.11e+10,2.24e+07,1.52e+10,1.78e+07,6.848143,6.749913
31jan2001,2.16e+10,1.93e+07,1.57e+10,1.31e+07,7.020091,7.093317
28feb2001,2.00e+10,5.01e+07,1.41e+10,2.74e+07,5.990981,6.245363
30mar2001,1.88e+10,2.35e+07,1.31e+10,1.49e+07,6.686732,6.779986
30apr2001,2.04e+10,2.92e+07,1.43e+10,2.55e+07,6.546404,6.326585
31may2001,2.05e+10,3.16e+07,1.44e+10,2.19e+07,6.474036,6.487827
29jun2001,2.00e+10,1.94e+07,1.41e+10,1.31e+07,6.940694,6.981242
31jul2001,1.93e+10,3.01e+07,1.40e+10,3.03e+07,6.464977,6.134509
31aug2001,1.82e+10,3.22e+07,1.31e+10,2.86e+07,6.339573,6.124982
28sep2001,1.66e+10,1.95e+07,1.18e+10,1.45e+07,6.743823,6.702095
31oct2001,1.72e+10,1.53e+07,1.22e+10,1.18e+07,7.020135,6.938207
30nov2001,1.85e+10,2.54e+07,1.31e+10,1.93e+07,6.590159,6.519228
31dec2001,1.90e+10,2.24e+07,1.34e+10,1.79e+07,6.744275,6.621916
31jan2002,1.89e+10,1.93e+07,1.32e+10,1.35e+07,6.88443,6.882432
28feb2002,1.85e+10,2.40e+07,1.29e+10,1.93e+07,6.646075,6.503976
28mar2002,1.94e+10,1.89e+07,1.35e+10,1.27e+07,6.933537,6.968883
30apr2002,1.87e+10,1.58e+07,1.28e+10,1.25e+07,7.073168,6.933159
31may2002,1.86e+10,2.69e+07,1.28e+10,2.10e+07,6.537687,6.409976
28jun2002,1.73e+10,2.73e+07,1.20e+10,2.03e+07,6.453321,6.378902
31jul2002,1.59e+10,1.96e+07,1.10e+10,1.45e+07,6.698312,6.6291
30aug2002,1.61e+10,2.84e+07,1.14e+10,3.37e+07,6.337279,5.820137
30sep2002,1.47e+10,2.03e+07,9.90e+09,1.53e+07,6.584684,6.474543
31oct2002,1.57e+10,1.93e+07,1.06e+10,1.62e+07,6.700513,6.485946
29nov2002,1.65e+10,3.23e+07,1.13e+10,2.50e+07,6.235154,6.116834
31dec2002,1.59e+10,2.49e+07,1.07e+10,1.95e+07,6.461343,6.310831
31jan2003,1.54e+10,1.57e+07,1.04e+10,1.32e+07,6.88905,6.674383
28feb2003,1.53e+10,2.42e+07,1.05e+10,1.98e+07,6.44591,6.275136
31mar2003,1.52e+10,2.18e+07,1.04e+10,1.45e+07,6.544457,6.572019
30apr2003,1.63e+10,2.36e+07,1.13e+10,1.77e+07,6.53703,6.454595
30may2003,1.73e+10,2.68e+07,1.19e+10,2.01e+07,6.472141,6.381382
30jun2003,1.76e+10,2.47e+07,1.21e+10,1.78e+07,6.564287,6.518162
31jul2003,1.80e+10,1.93e+07,1.24e+10,1.69e+07,6.834713,6.596964
29aug2003,1.84e+10,3.31e+07,1.27e+10,2.56e+07,6.321727,6.204
30sep2003,1.82e+10,2.75e+07,1.26e+10,1.96e+07,6.492948,6.468922
31oct2003,1.94e+10,2.24e+07,1.34e+10,1.91e+07,6.762729,6.554099
28nov2003,1.97e+10,3.20e+07,1.36e+10,2.24e+07,6.422417,6.411569
31dec2003,2.07e+10,2.99e+07,1.43e+10,2.36e+07,6.543349,6.410082
30jan2004,2.09e+10,1.85e+07,1.46e+10,1.66e+07,7.031745,6.777114
27feb2004,2.14e+10,2.85e+07,1.48e+10,2.28e+07,6.622343,6.475074
31mar2004,2.15e+10,2.80e+07,1.47e+10,1.97e+07,6.64031,6.616165
30apr2004,2.10e+10,2.74e+07,1.43e+10,2.15e+07,6.642416,6.505283
28may2004,2.10e+10,4.00e+07,1.46e+10,2.78e+07,6.264524,6.259978
30jun2004,2.13e+10,3.45e+07,1.48e+10,2.65e+07,6.422561,6.327076
30jul2004,2.05e+10,1.83e+07,1.42e+10,1.74e+07,7.018246,6.705793
31aug2004,2.04e+10,2.99e+07,1.44e+10,2.42e+07,6.522525,6.387205
30sep2004,2.07e+10,2.62e+07,1.46e+10,2.08e+07,6.672129,6.549067
29oct2004,2.13e+10,2.10e+07,1.48e+10,1.81e+07,6.922035,6.707463
30nov2004,2.29e+10,6.65e+07,1.58e+10,6.03e+07,5.843999,5.570241
31dec2004,2.35e+10,3.42e+07,1.63e+10,3.02e+07,6.533357,6.289761
31jan2005,2.30e+10,1.76e+07,1.56e+10,1.53e+07,7.176574,6.929485
28feb2005,2.29e+10,3.19e+07,1.60e+10,3.07e+07,6.577234,6.255457
31mar2005,2.25e+10,3.51e+07,1.58e+10,2.49e+07,6.463825,6.452097
29apr2005,2.16e+10,2.89e+07,1.53e+10,2.42e+07,6.617968,6.446268
31may2005,2.23e+10,6.02e+07,1.59e+10,4.05e+07,5.91547,5.971377
30jun2005,2.22e+10,3.18e+07,1.61e+10,2.60e+07,6.547903,6.427241
29jul2005,2.31e+10,2.37e+07,1.67e+10,2.27e+07,6.881238,6.603583
31aug2005,2.31e+10,4.12e+07,1.66e+10,3.36e+07,6.328979,6.202277
30sep2005,2.35e+10,3.06e+07,1.68e+10,2.27e+07,6.645308,6.607463
31oct2005,2.31e+10,3.05e+07,1.64e+10,2.74e+07,6.630117,6.397736
30nov2005,2.42e+10,4.51e+07,1.71e+10,3.85e+07,6.284991,6.092168
30dec2005,2.45e+10,3.50e+07,1.73e+10,2.91e+07,6.5516,6.386662
31jan2006,2.54e+10,3.88e+07,1.78e+10,3.59e+07,6.484337,6.204323
28feb2006,2.52e+10,3.91e+07,1.78e+10,3.53e+07,6.466683,6.221852
31mar2006,2.55e+10,3.54e+07,1.81e+10,2.70e+07,6.578989,6.511446
28apr2006,2.56e+10,3.35e+07,1.83e+10,2.91e+07,6.638312,6.443444
31may2006,2.45e+10,5.64e+07,1.78e+10,4.77e+07,6.072753,5.923594
30jun2006,2.41e+10,3.14e+07,1.77e+10,2.62e+07,6.644722,6.513979
31jul2006,2.46e+10,3.05e+07,1.77e+10,2.71e+07,6.690358,6.480105
31aug2006,2.48e+10,4.16e+07,1.80e+10,5.17e+07,6.38938,5.853821
29sep2006,2.51e+10,2.62e+07,1.82e+10,2.33e+07,6.866571,6.66121
31oct2006,2.61e+10,1.05e+08,1.88e+10,1.03e+08,5.518116,5.210709
30nov2006,2.71e+10,5.58e+07,1.93e+10,5.14e+07,6.185177,5.927178
29dec2006,2.73e+10,3.95e+07,1.96e+10,3.54e+07,6.537148,6.317343
31jan2007,2.75e+10,2.70e+07,1.97e+10,3.63e+07,6.925624,6.294596
28feb2007,2.70e+10,4.03e+07,1.94e+10,4.09e+07,6.507741,6.160717
30mar2007,2.77e+10,3.52e+07,1.97e+10,3.09e+07,6.667669,6.456949
30apr2007,2.85e+10,7.84e+07,2.04e+10,4.26e+07,5.897511,6.170473
31may2007,3.01e+10,5.32e+07,2.11e+10,4.96e+07,6.337272,6.054073
29jun2007,2.95e+10,3.36e+07,2.08e+10,3.04e+07,6.777564,6.527671
31jul2007,2.91e+10,4.78e+07,2.02e+10,4.02e+07,6.412269,6.217791
31aug2007,2.95e+10,4.76e+07,2.03e+10,4.49e+07,6.430619,6.114132
28sep2007,3.08e+10,3.17e+07,2.10e+10,2.97e+07,6.876595,6.56263
31oct2007,3.27e+10,3.40e+07,2.15e+10,3.12e+07,6.868712,6.53531
30nov2007,3.14e+10,6.24e+07,2.04e+10,5.96e+07,6.223102,5.834075
31dec2007,3.21e+10,5.11e+07,2.05e+10,4.63e+07,6.440692,6.093126
31jan2008,2.84e+10,2.67e+07,1.88e+10,2.78e+07,6.970279,6.516555
29feb2008,2.78e+10,3.98e+07,1.84e+10,3.88e+07,6.549158,6.160694
31mar2008,2.80e+10,1.56e+08,1.83e+10,1.52e+08,5.190822,4.791944
30apr2008,3.02e+10,3.06e+07,1.94e+10,2.71e+07,6.894802,6.572799
30may2008,3.07e+10,5.68e+07,1.96e+10,5.18e+07,6.290983,5.935173
